mean_predicted,fraction_positive
0.02184275836346666,0.021546021546021546
0.14448212380752062,0.1658878504672897
0.2475917713666369,0.25774877650897227
0.35024980691443,0.335042735042735
0.4492326789114793,0.4133949191685912
0.5477934338366776,0.5241545893719807
0.6514161140514795,0.6206030150753769
0.7452740943846665,0.7936046511627907
0.8404408602728692,0.91875
0.9843720698469788,0.992526158445441
