group,attribute,fpr,fnr,precision,recall,support
Female,sex,0.016223679668622714,0.45430809399477806,0.81640625,0.5456919060052219,3280
Male,sex,0.08611172444248179,0.3147389969293756,0.7744360902255639,0.6852610030706243,6483
