model,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,roc_auc,pr_auc,brier_score
mlp_sklearn,0.8576257297961692,0.7740133977452153,0.8156685042339988,0.7740133977452153,0.7912577880493843,0.851730034530551,0.8576257297961692,0.852610459357175,0.9135015622981438,0.7884119980437896,0.09790708883162137
mlp_torch_embedding,0.7920721089828946,0.5670020655087694,0.8790866709048527,0.5670020655087694,0.5585203571382747,0.8304948673691515,0.7920721089828946,0.7258974681278917,0.587899366172422,0.3745995502344045,0.16307011246681213
