accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,roc_auc,pr_auc,brier_score
0.8744238451295708,0.8017701916072558,0.839204453820211,0.8017701916072558,0.8178491777596704,0.8701437740987078,0.8744238451295708,0.870763804160226,0.9302208837076961,0.8358587918504108,0.08681945483523208
